ID,society,area_type,location,Description,availability,price,total_sqft,surface_area,bedroom,bathroom,carport
204,PESONA VISCANY,Rumah 2,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,433000000,36,61,2,1,1
205,PESONA VISCANY,Rumah 3,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,436000000,36,62,2,1,1
206,PESONA VISCANY,Rumah 4,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,439000000,36,63,2,1,1
207,PESONA VISCANY,Rumah 5,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,442000000,36,64,2,1,1
208,PESONA VISCANY,Rumah 6,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,445000000,36,65,2,1,1
209,PESONA VISCANY,Rumah 7,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,448000000,36,66,2,1,1
210,PESONA VISCANY,Rumah 8,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,451000000,36,67,2,1,1
211,PESONA VISCANY,Rumah 9,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,454000000,36,68,2,1,1
212,PESONA VISCANY,Rumah 10,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,457000000,36,69,2,1,1
213,PESONA VISCANY,Rumah 11,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,480000000,45,70,2,1,1
214,PESONA VISCANY,Rumah 12,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,483000000,45,71,2,1,1
215,PESONA VISCANY,Rumah 13,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,486000000,45,72,2,1,1
216,PESONA VISCANY,Rumah 14,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,492000000,45,74,2,1,1
217,PESONA VISCANY,Rumah 15,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,495000000,45,75,2,1,1
218,PESONA VISCANY,Rumah 16,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,504000000,45,78,2,1,1
219,PESONA VISCANY,Rumah 17,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,507000000,45,79,2,1,1
220,PESONA VISCANY,Rumah 18,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,510000000,45,80,2,1,1
221,PESONA VISCANY,Rumah 19,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,513000000,45,81,2,1,1
222,PESONA VISCANY,Rumah 20,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,522000000,45,84,2,1,1
223,PESONA VISCANY,Rumah 21,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,528000000,45,86,2,1,1
224,PESONA VISCANY,Rumah 22,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,537000000,45,89,2,1,1
225,PESONA VISCANY,Rumah 23,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,549000000,45,93,2,1,1
226,PESONA VISCANY,Rumah 24,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,558000000,45,96,2,1,1
227,PESONA VISCANY,Rumah 25,Babelan,Rumah sehat dengan sirkulasi dan pencayahaan optimal,Indent ,567000000,45,99,2,1,1
228,PESONA BELLA CASA,Rumah 1,Babelan,Rumah baru terlaris di Babelan,Indent ,590000000,36,60,2,1,1
229,PESONA BELLA CASA,Rumah 2,Babelan,Rumah baru terlaris di Babelan,Indent ,615000000,36,65,2,1,1
230,PESONA BELLA CASA,Rumah 3,Babelan,Rumah baru terlaris di Babelan,Indent ,620000000,36,66,2,1,1
231,PESONA BELLA CASA,Rumah 4,Babelan,Rumah baru terlaris di Babelan,Indent ,625000000,36,67,2,1,1
232,PESONA BELLA CASA,Rumah 5,Babelan,Rumah baru terlaris di Babelan,Indent ,630000000,36,68,2,1,1
233,PESONA BELLA CASA,Rumah 6,Babelan,Rumah baru terlaris di Babelan,Indent ,635000000,36,69,2,1,1
234,PESONA BELLA CASA,Rumah 7,Babelan,Rumah baru terlaris di Babelan,Indent ,640000000,36,70,2,1,1
235,PESONA BELLA CASA,Rumah 8,Babelan,Rumah baru terlaris di Babelan,Indent ,645000000,36,71,2,1,1
236,PESONA BELLA CASA,Rumah 9,Babelan,Rumah baru terlaris di Babelan,Indent ,650000000,36,72,2,1,1
237,PESONA BELLA CASA,Rumah 10,Babelan,Rumah baru terlaris di Babelan,Indent ,655000000,36,73,2,1,1
238,PESONA BELLA CASA,Rumah 11,Babelan,Rumah baru terlaris di Babelan,Indent ,660000000,36,74,2,1,1
239,PESONA BELLA CASA,Rumah 12,Babelan,Rumah baru terlaris di Babelan,Indent ,665000000,36,75,2,1,1
240,PESONA BELLA CASA,Rumah 13,Babelan,Rumah baru terlaris di Babelan,Indent ,675000000,36,77,2,1,1
241,PESONA BELLA CASA,Rumah 14,Babelan,Rumah baru terlaris di Babelan,Indent ,680000000,36,78,2,1,1
242,PESONA BELLA CASA,Rumah 15,Babelan,Rumah baru terlaris di Babelan,Indent ,685000000,36,79,2,1,1
243,PESONA BELLA CASA,Rumah 16,Babelan,Rumah baru terlaris di Babelan,Indent ,690000000,36,80,2,1,1
244,PESONA BELLA CASA,Rumah 17,Babelan,Rumah baru terlaris di Babelan,Indent ,695000000,36,81,2,1,1
245,PESONA BELLA CASA,Rumah 18,Babelan,Rumah baru terlaris di Babelan,Indent ,740000000,36,90,2,1,1
246,PESONA BELLA CASA,Rumah 19,Babelan,Rumah baru terlaris di Babelan,Indent ,770000000,42,90,2,1,1
247,PESONA BELLA CASA,Rumah 20,Babelan,Rumah baru terlaris di Babelan,Indent ,750000000,36,92,2,1,1
248,PESONA BELLA CASA,Rumah 21,Babelan,Rumah baru terlaris di Babelan,Indent ,765000000,36,95,2,1,1
249,PESONA BELLA CASA,Rumah 22,Babelan,Rumah baru terlaris di Babelan,Indent ,770000000,36,96,2,1,1
250,PESONA BELLA CASA,Rumah 23,Babelan,Rumah baru terlaris di Babelan,Indent ,780000000,36,98,2,1,1
251,PESONA BELLA CASA,Rumah 24,Babelan,Rumah baru terlaris di Babelan,Indent ,825000000,36,107,2,1,1
252,PESONA BELLA CASA,Rumah 25,Babelan,Rumah baru terlaris di Babelan,Indent ,860000000,42,108,2,1,1
253,PESONA BELLA CASA,Rumah 26,Babelan,Rumah baru terlaris di Babelan,Indent ,875000000,42,111,2,1,1
254,PESONA BELLA CASA,Rumah 27,Babelan,Rumah baru terlaris di Babelan,Indent ,930000000,42,122,2,1,1
255,PESONA BELLA CASA,Rumah 28,Babelan,Rumah baru terlaris di Babelan,Indent ,980000000,42,132,2,1,1
256,PESONA AMARYLLIS,Rumah 1,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,440000000,36,60,2,1,1
257,PESONA AMARYLLIS,Rumah 2,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,443000000,36,61,2,1,1
258,PESONA AMARYLLIS,Rumah 3,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,446000000,36,62,2,1,1
259,PESONA AMARYLLIS,Rumah 4,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,449000000,36,63,2,1,1
260,PESONA AMARYLLIS,Rumah 5,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,452000000,36,64,2,1,1
261,PESONA AMARYLLIS,Rumah 6,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,455000000,36,65,2,1,1
262,PESONA AMARYLLIS,Rumah 7,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,458000000,36,66,2,1,1
263,PESONA AMARYLLIS,Rumah 8,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,461000000,36,67,2,1,1
264,PESONA AMARYLLIS,Rumah 9,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,464000000,36,68,2,1,1
265,PESONA AMARYLLIS,Rumah 10,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,467000000,36,69,2,1,1
266,PESONA AMARYLLIS,Rumah 11,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,490000000,45,70,2,1,1
267,PESONA AMARYLLIS,Rumah 12,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,493000000,45,71,2,1,1
268,PESONA AMARYLLIS,Rumah 13,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,496000000,45,72,2,1,1
269,PESONA AMARYLLIS,Rumah 14,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,499000000,45,73,2,1,1
270,PESONA AMARYLLIS,Rumah 15,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,505000000,45,75,2,1,1
271,PESONA AMARYLLIS,Rumah 16,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,514000000,45,78,2,1,1
272,PESONA AMARYLLIS,Rumah 17,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,517000000,45,79,2,1,1
273,PESONA AMARYLLIS,Rumah 18,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,520000000,45,80,2,1,1
274,PESONA AMARYLLIS,Rumah 19,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,526000000,45,82,2,1,1
275,PESONA AMARYLLIS,Rumah 20,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,529000000,45,83,2,1,1
276,PESONA AMARYLLIS,Rumah 21,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,532000000,45,84,2,1,1
277,PESONA AMARYLLIS,Rumah 22,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,535000000,45,85,2,1,1
278,PESONA AMARYLLIS,Rumah 23,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,538000000,45,86,2,1,1
279,PESONA AMARYLLIS,Rumah 24,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,541000000,45,87,2,1,1
280,PESONA AMARYLLIS,Rumah 25,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,544000000,45,88,2,1,1
281,PESONA AMARYLLIS,Rumah 26,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,547000000,45,89,2,1,1
282,PESONA AMARYLLIS,Rumah 27,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,550000000,45,90,2,1,1
283,PESONA AMARYLLIS,Rumah 28,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,559000000,45,93,2,1,1
284,PESONA AMARYLLIS,Rumah 29,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,565000000,45,95,2,1,1
285,PESONA AMARYLLIS,Rumah 30,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,568000000,45,96,2,1,1
286,PESONA AMARYLLIS,Rumah 31,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,571000000,45,97,2,1,1
287,PESONA AMARYLLIS,Rumah 32,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,577000000,45,99,2,1,1
288,PESONA AMARYLLIS,Rumah 33,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,583000000,45,101,2,1,1
289,PESONA AMARYLLIS,Rumah 34,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,592000000,45,104,2,1,1
290,PESONA AMARYLLIS,Rumah 35,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,595000000,45,105,2,1,1
291,PESONA AMARYLLIS,Rumah 36,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,610000000,45,110,2,1,1
292,PESONA AMARYLLIS,Rumah 37,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,619000000,45,113,2,1,1
293,PESONA AMARYLLIS,Rumah 38,Babelan,Rumah baru siap menjadi yang terlaris di Setu,Indent ,658000000,45,126,2,1,1
294,ALAM SAMUDRA INDAH 2,Rumah 1,Babelan,Rumah konsep monumen,Indent ,385000000,36,60,2,1,1
295,ALAM SAMUDRA INDAH 2,Rumah 2,Babelan,Rumah konsep monumen,Indent ,391000000,36,62,2,1,1
296,ALAM SAMUDRA INDAH 2,Rumah 3,Babelan,Rumah konsep monumen,Indent ,394000000,36,63,2,1,1
297,ALAM SAMUDRA INDAH 2,Rumah 4,Babelan,Rumah konsep monumen,Indent ,400000000,36,65,2,1,1
298,ALAM SAMUDRA INDAH 2,Rumah 5,Babelan,Rumah konsep monumen,Indent ,403000000,36,66,2,1,1
299,ALAM SAMUDRA INDAH 2,Rumah 6,Babelan,Rumah konsep monumen,Indent ,415000000,40,70,2,1,1
300,ALAM SAMUDRA INDAH 2,Rumah 7,Babelan,Rumah konsep monumen,Indent ,430000000,40,75,2,1,1
301,ALAM SAMUDRA INDAH 2,Rumah 8,Babelan,Rumah konsep monumen,Indent ,472000000,40,89,2,1,1
302,ALAM SAMUDRA INDAH 3,Rumah 1,Babelan,Rumah konsep monumen,Indent ,385000000,36,60,2,1,1
303,ALAM SAMUDRA INDAH 3,Rumah 2,Babelan,Rumah konsep monumen,Indent ,391000000,36,62,2,1,1
304,ALAM SAMUDRA INDAH 3,Rumah 3,Babelan,Rumah konsep monumen,Indent ,394000000,36,63,2,1,1
305,ALAM SAMUDRA INDAH 3,Rumah 4,Babelan,Rumah konsep monumen,Indent ,400000000,36,65,2,1,1
306,ALAM SAMUDRA INDAH 3,Rumah 5,Babelan,Rumah konsep monumen,Indent ,403000000,36,66,2,1,1
307,ALAM SAMUDRA INDAH 3,Rumah 6,Babelan,Rumah konsep monumen,Indent ,415000000,40,70,2,1,1
308,ALAM SAMUDRA INDAH 3,Rumah 7,Babelan,Rumah konsep monumen,Indent ,430000000,40,75,2,1,1
309,ALAM SAMUDRA INDAH 3,Rumah 8,Babelan,Rumah konsep monumen,Indent ,472000000,40,89,2,1,1
310,SPRINGFIELD RESIDENCE,Rumah 1,Babelan,Hunian konsep millenial exclusive,Indent ,450000000,36,60,2,1,1
311,SPRINGFIELD RESIDENCE,Rumah 2,Babelan,Hunian konsep millenial exclusive,Indent ,495000000,45,60,2,1,1
312,BUMI PANDAWA SEJAHTERA 1,Rumah 1,Setu,Smart home living murah di Setu,Indent ,430000000,36,60,2,1,1
313,BUMI PANDAWA SEJAHTERA 1,Rumah 2,Setu,Smart home living murah di Setu,Indent ,439000000,36,63,2,1,1
314,BUMI PANDAWA SEJAHTERA 1,Rumah 3,Setu,Smart home living murah di Setu,Indent ,445000000,36,65,2,1,1
315,BUMI PANDAWA SEJAHTERA 1,Rumah 4,Setu,Smart home living murah di Setu,Indent ,473000000,40,71,2,1,1
316,BUMI PANDAWA SEJAHTERA 2,Rumah 1,Babelan,Smart home living murah di Babelan,Indent ,390000000,36,60,2,1,1
317,BUMI PANDAWA SEJAHTERA 2,Rumah 2,Babelan,Smart home living murah di Babelan,Indent ,405000000,36,65,2,1,1
318,BUMI PANDAWA SEJAHTERA 2,Rumah 3,Babelan,Smart home living murah di Babelan,Indent ,434000000,40,72,2,1,1
319,BUMI PANDAWA SEJAHTERA 2,Rumah 4,Babelan,Smart home living murah di Babelan,Indent ,443000000,40,75,2,1,1
320,BUMI PANDAWA SEJAHTERA 2,Rumah 5,Babelan,Smart home living murah di Babelan,Indent ,449000000,40,77,2,1,1
321,BUMI SEJAHTERA,Rumah 1,Tarumajaya,Rumah terlaris di Tarumajaya,Indent ,445000000,36,60,2,1,1
322,BUMI SEJAHTERA,Rumah 2,Tarumajaya,Rumah terlaris di Tarumajaya,Indent ,449000000,36,61,2,1,1
323,BUMI SEJAHTERA,Rumah 3,Tarumajaya,Rumah terlaris di Tarumajaya,Indent ,477000000,36,68,2,1,1
324,BUMI SEJAHTERA,Rumah 4,Tarumajaya,Rumah terlaris di Tarumajaya,Indent ,485000000,45,70,2,1,1
325,Bumi Sejahtera Babelan ,Rumah 1,Babelan,Rumah 2 Lt. Murah di Babelan (Bekasi),Indent ,740000000,72,60,3,2,1
326,Bumi Sejahtera Babelan ,Rumah 2,Babelan,Rumah 2 Lt. Murah di Babelan (Bekasi),Indent ,760000000,72,62,3,2,1
327,Bumi Sejahtera Babelan ,Rumah 3,Babelan,Rumah 2 Lt. Murah di Babelan (Bekasi),Indent ,780000000,72,64,3,2,1
328,Bumi Sejahtera Babelan ,Rumah 4,Babelan,Rumah 2 Lt. Murah di Babelan (Bekasi),Indent ,880000000,72,88,3,2,1
329,Mutiara Kedungjaya,Rumah 1,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,430000000,36,60,2,1,1
330,Mutiara Kedungjaya,Rumah 2,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,438000000,36,62,2,1,1
331,Mutiara Kedungjaya,Rumah 3,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,470000000,40,70,2,1,1
332,Mutiara Kedungjaya,Rumah 4,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,482000000,40,73,2,1,1
333,Mutiara Kedungjaya,Rumah 5,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,502000000,40,78,2,1,1
334,Mutiara Kedungjaya,Rumah 6,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,506000000,40,79,2,1,1
335,Mutiara Kedungjaya,Rumah 7,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,510000000,40,78,2,1,1
336,Bumi Mutiara Sejahtera 3 ,Rumah 1,Tambun Utara,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,420000000,36,60,2,1,1
337,Bumi Mutiara Sejahtera 3 ,Rumah 2,Tambun Utara,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,428000000,36,62,2,1,1
338,Bumi Mutiara Sejahtera 3 ,Rumah 3,Tambun Utara,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,465000000,40,70,2,1,1
339,Bumi Mutiara Sejahtera 3 ,Rumah 4,Tambun Utara,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,469000000,40,71,2,1,1
340,Bumi Mutiara Sejahtera 3 ,Rumah 5,Tambun Utara,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,501000000,40,79,2,1,1
341,Bumi Mutiara Sejahtera 3 ,Rumah 6,Tambun Utara,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,537000000,40,88,2,1,1
342,Serenity Garden ,Rumah 1,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,454250000,36,60,2,1,1
343,Serenity Garden ,Rumah 2 ,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,458850000,36,61,2,1,1
344,Serenity Garden ,Rumah 3,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,463450000,36,62,2,1,1
345,Serenity Garden ,Rumah 4,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,477250000,36,65,2,1,1
346,Serenity Garden ,Rumah 5,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,486450000,40,67,2,1,1
347,Serenity Garden ,Rumah 6,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,500250000,40,70,2,1,1
348,Serenity Garden ,Rumah 7,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,523250000,40,75,2,1,1
349,Serenity Garden ,Rumah 8,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,537050000,40,78,2,1,1
350,Serenity Garden ,Rumah 9,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,555450000,40,82,2,1,1
351,Serenity Garden ,Rumah 10,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,569250000,40,85,2,1,1
352,Serenity Garden ,Rumah 11,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,583050000,40,88,2,1,1
353,Serenity Garden ,Rumah 12,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,592850000,40,90,2,1,1
354,Serenity Garden ,Rumah 13,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,596850000,40,91,2,1,1
355,Serenity Garden ,Rumah 14,Babelan,Rumah Baru Idaman Keluarga di Lingkungan Baru ,Indent ,617550000,40,97,2,1,1
356,TRIAS ESTESIA,Rumah 1,Setu,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,445000000,36,60,2,1,1
357,TRIAS ESTESIA,Rumah 2,Setu,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,459000000,36,64,2,1,1
358,TRIAS ESTESIA,Rumah 3,Setu,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,485000000,40,70,2,1,1
359,TRIAS ESTESIA,Rumah 4,Setu,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,492000000,40,72,2,1,1
360,Grand Trias Village ,Rumah 1,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,455000000,36,60,2,1,1
361,Grand Trias Village ,Rumah 2,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,475000000,36,65,2,1,1
362,Grand Trias Village ,Rumah 3,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,483000000,36,67,2,1,1
363,Grand Trias Village ,Rumah 4,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,487000000,36,68,2,1,1
364,Grand Trias Village ,Rumah 5,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,495000000,36,70,2,1,1
365,Grand Trias Village ,Rumah 6,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,499000000,36,71,2,1,1
366,Grand Trias Village ,Rumah 7,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,507000000,36,73,2,1,1
367,Grand Trias Village ,Rumah 8,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,615000000,36,100,2,1,1
368,Grand Trias Village ,Rumah 9,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,639000000,36,106,2,1,1
369,Grand Trias Village ,Rumah 10,Tambun Selatan,Rumah Baru Bagus Cepet laris pastinya karena cuma 2 juta aja Yuk Booking sebelum kehabisan,Indent ,647000000,36,108,2,1,1
370,Terra Saluna,Rumah 1,Tarumajaya,Rumah Premium di Lingkungan Strategis ,Indent ,460000000,38,60,2,1,1
371,Terra Saluna,Rumah 2,Tarumajaya,Rumah Premium di Lingkungan Strategis ,Indent ,469000000,38,63,2,1,1
372,Terra Saluna,Rumah 3,Tarumajaya,Rumah Premium di Lingkungan Strategis ,Indent ,472000000,38,64,2,1,1
373,Terra Saluna,Rumah 4,Tarumajaya,Rumah Premium di Lingkungan Strategis ,Indent ,490000000,38,65,2,1,1
374,Terra Amanta,Rumah 1,Tambun Utara,Rumah Premium di Lingkungan Strategis ,Indent ,420000000,38,60,2,1,1
375,Terra Amanta,Rumah 2,Tambun Utara,Rumah Premium di Lingkungan Strategis ,Indent ,435000000,38,65,2,1,1
376,Terra Amanta,Rumah 3,Tambun Utara,Rumah Premium di Lingkungan Strategis ,Indent ,474000000,38,78,2,1,1
377,Terra Amanta,Rumah 4,Tambun Utara,Rumah Premium di Lingkungan Strategis ,Indent ,490000000,40,80,2,1,1
378,Cahaya Nusantara 1,Rumah 1,Babelan,Rumah Minimalis Elegant Termurah di Babelan (Bekasi),Indent ,450000000,36,60,2,1,1
379,Cahaya Nusantara 1,Rumah 2,Babelan,Rumah Minimalis Elegant Termurah di Babelan (Bekasi),Indent ,462000000,36,64,2,1,1
380,Cahaya Nusantara 1,Rumah 3,Babelan,Rumah Minimalis Elegant Termurah di Babelan (Bekasi),Indent ,465000000,36,65,2,1,1
381,Cahaya Nusantara 2,Rumah 1,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,425000000,36,60,2,1,1
382,Cahaya Nusantara 2,Rumah 2,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,428000000,36,61,2,1,1
383,Cahaya Nusantara 2,Rumah 3,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,443000000,36,66,2,1,1
384,Cahaya Nusantara 2,Rumah 4,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,455000000,40,70,2,1,1
385,Cahaya Nusantara 2,Rumah 5,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,461000000,40,72,2,1,1
386,Cahaya Nusantara 2,Rumah 6,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,470000000,40,75,2,1,1
387,Cahaya Nusantara 2,Rumah 7,Tambun Utara,Rumah Minimalis Elegant Termurah di Tambun Utara (Bekasi),Indent ,488000000,40,81,2,1,1
388,Cahaya Nusantara 3 ,Rumah 1,Babelan,Rumah Minimalis Elegant Termurah di Babelan (Bekasi),Indent ,425000000,36,60,2,1,1
389,Pesona Nusantara ,Rumah 1,Babelan,Rumah Minimalis Elegant 2 Lt. Murah Cuma 2 Jt di Babelan (Bekasi),Indent ,830000000,72,76,2,1,1
390,Pesona Nusantara ,Rumah 2,Babelan,Rumah Minimalis Elegant 2 Lt. Murah Cuma 2 Jt di Babelan (Bekasi),Indent ,810000000,72,60,2,1,1
391,Puri Tamara,Rumah 1,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,450000000,36,60,2,1,1
392,Puri Tamara,Rumah 2,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,516000000,42,72,2,1,1
393,Puri Tamara,Rumah 3,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,516000000,42,75,2,1,1
394,Puri Tamara,Rumah 4,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,516000000,42,80,2,1,1
395,Puri Tamara,Rumah 5,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,516000000,42,85,2,1,1
396,Puri Tamara,Rumah 6,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,516000000,42,90,2,1,1
397,Puri Tamara,Rumah 7,Babelan,Perumahan Modern Konsep Kekinian ,Indent ,516000000,42,95,2,1,1
398,Krismaya Garden,Rumah 1,Tambun Utara,Perumahan Modern Konsep Kekinian ,Indent ,490000000,36,60,2,1,1
399,Krismaya Garden,Rumah 2,Tambun Utara,Perumahan Modern Konsep Kekinian ,Indent ,517500000,36,65,2,1,1
400,Krismaya Garden,Rumah 3,Tambun Utara,Perumahan Modern Konsep Kekinian ,Indent ,560000000,42,70,2,1,1
401,Krismaya Garden,Rumah 4,Tambun Utara,Perumahan Modern Konsep Kekinian ,Indent ,576500000,42,73,2,1,1
